source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cell type]	characteristics[age]	characteristics[developmental stage]	characteristics[enrichment process]	characteristics[individual]	characteristics[sex]	characteristics[biological replicate]	material type	assay name	technology type	comment[instrument]	comment[label]	comment[fraction identifier]	comment[proteomics data acquisition method]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[collision energy]	comment[dissociation method]	comment[file uri]	comment[fragment mass tolerance]	comment[ms1 scan range]	comment[ms2 scan range]	comment[precursor mass tolerance]	comment[technical replicate]	comment[data file]	factor value[cell line]
PXD017199-Sample-175	Homo sapiens	breast	Breast carcinoma	OCUBM	CVCL_1621	cell line	53Y	adult	not available	not available	Female	1	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180328_MT_160_OCUBM_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180328_MT_160_OCUBM_A.raw	OCUBM
PXD017199-Sample-176	Homo sapiens	breast	Breast carcinoma	OCUBM	CVCL_1621	cell line	53Y	adult	not available	not available	Female	2	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180328_MT_161_OCUBM_B.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180328_MT_161_OCUBM_B.raw	OCUBM
PXD017199-Sample-177	Homo sapiens	breast	Breast carcinoma	OCUBM	CVCL_1621	cell line	53Y	adult	not available	not available	Female	3	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180328_MT_162_OCUBM_C.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180328_MT_162_OCUBM_C.raw	OCUBM
PXD017199-Sample-178	Homo sapiens	breast	Breast adenocarcinoma	SKBR3	CVCL_0033	cell line	43Y	adult	not available	not available	Female	1	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_106_SKBR3_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_106_SKBR3_A.raw	SKBR3
PXD017199-Sample-179	Homo sapiens	breast	Breast adenocarcinoma	SKBR3	CVCL_0033	cell line	43Y	adult	not available	not available	Female	2	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_107_SKBR3_B.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_107_SKBR3_B.raw	SKBR3
PXD017199-Sample-180	Homo sapiens	breast	Breast adenocarcinoma	SKBR3	CVCL_0033	cell line	43Y	adult	not available	not available	Female	3	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_108_SKBR3_C.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_108_SKBR3_C.raw	SKBR3
PXD017199-Sample-181	Homo sapiens	breast	Invasive breast carcinoma of no special type	T47D	CVCL_0553	cell line	54Y	adult	not available	not available	Female	1	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/171227_MT_1_T47D_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	171227_MT_1_T47D_A.raw	T47D
PXD017199-Sample-182	Homo sapiens	breast	Invasive breast carcinoma of no special type	T47D	CVCL_0553	cell line	54Y	adult	not available	not available	Female	2	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/171227_MT_2_T47D_B.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	171227_MT_2_T47D_B.raw	T47D
PXD017199-Sample-183	Homo sapiens	breast	Invasive breast carcinoma of no special type	T47D	CVCL_0553	cell line	54Y	adult	not available	not available	Female	3	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/171227_MT_3_T47D_C.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	171227_MT_3_T47D_C.raw	T47D
PXD017199-Sample-184	Homo sapiens	breast	Invasive breast carcinoma of no special type	UACC3199	CVCL_4042	cell line	58Y	adult	not available	not available	Female	1	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180501_MT_187_UACC3199_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180501_MT_187_UACC3199_A.raw	UACC3199
PXD017199-Sample-185	Homo sapiens	breast	Invasive breast carcinoma of no special type	UACC3199	CVCL_4042	cell line	58Y	adult	not available	not available	Female	2	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180501_MT_188_UACC3199_B.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180501_MT_188_UACC3199_B.raw	UACC3199
PXD017199-Sample-186	Homo sapiens	breast	Invasive breast carcinoma of no special type	UACC3199	CVCL_4042	cell line	58Y	adult	not available	not available	Female	3	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180501_MT_189_UACC3199_C.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180501_MT_189_UACC3199_C.raw	UACC3199
PXD017199-Sample-187	Homo sapiens	breast	Invasive breast carcinoma of no special type	UACC812	CVCL_1781	cell line	43Y	adult	not available	not available	Female	1	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_109_UACC812_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_109_UACC812_A.raw	UACC812
PXD017199-Sample-188	Homo sapiens	breast	Invasive breast carcinoma of no special type	UACC812	CVCL_1781	cell line	43Y	adult	not available	not available	Female	2	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_110_UACC812_B.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_110_UACC812_B.raw	UACC812
PXD017199-Sample-189	Homo sapiens	breast	Invasive breast carcinoma of no special type	UACC812	CVCL_1781	cell line	43Y	adult	not available	not available	Female	3	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_111_UACC812_C.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_111_UACC812_C.raw	UACC812
PXD017199-Sample-190	Homo sapiens	breast	Invasive breast carcinoma of no special type	UACC893	CVCL_1782	cell line	57Y	adult	not available	not available	Female	1	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/171227_MT_4_UACC893_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	171227_MT_4_UACC893_A.raw	UACC893
PXD017199-Sample-191	Homo sapiens	breast	Invasive breast carcinoma of no special type	UACC893	CVCL_1782	cell line	57Y	adult	not available	not available	Female	2	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/171227_MT_5_UACC893_B.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	171227_MT_5_UACC893_B.raw	UACC893
PXD017199-Sample-192	Homo sapiens	breast	Invasive breast carcinoma of no special type	UACC893	CVCL_1782	cell line	57Y	adult	not available	not available	Female	3	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/171227_MT_6_UACC893_C.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	171227_MT_6_UACC893_C.raw	UACC893
PXD017199-Sample-193	Homo sapiens	breast	Invasive breast carcinoma of no special type	ZR751	CVCL_0588	cell line	63Y	adult	not available	not available	Female	1	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180501_MT_82_ZR751_A_2.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180501_MT_82_ZR751_A_2.raw	ZR751
PXD017199-Sample-194	Homo sapiens	breast	Invasive breast carcinoma of no special type	ZR751	CVCL_0588	cell line	63Y	adult	not available	not available	Female	2	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180501_MT_83_ZR751_B.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180501_MT_83_ZR751_B.raw	ZR751
PXD017199-Sample-195	Homo sapiens	breast	Invasive breast carcinoma of no special type	ZR751	CVCL_0588	cell line	63Y	adult	not available	not available	Female	3	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180501_MT_84_ZR751_C.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180501_MT_84_ZR751_C.raw	ZR751
PXD017199-Sample-196	Homo sapiens	breast	Invasive breast carcinoma of no special type	ZR7530	CVCL_1661	cell line	47Y	adult	not available	not available	Female	1	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_112_ZR7530_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_112_ZR7530_A.raw	ZR7530
PXD017199-Sample-197	Homo sapiens	breast	Invasive breast carcinoma of no special type	ZR7530	CVCL_1661	cell line	47Y	adult	not available	not available	Female	2	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_113_ZR7530_B.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_113_ZR7530_B.raw	ZR7530
PXD017199-Sample-198	Homo sapiens	breast	Invasive breast carcinoma of no special type	ZR7530	CVCL_1661	cell line	47Y	adult	not available	not available	Female	3	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_114_ZR7530_C.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_114_ZR7530_C.raw	ZR7530
PXD017199-Sample-199	Homo sapiens	breast	Invasive breast carcinoma of no special type	ZR75B	CVCL_5614	cell line	63Y	adult	not available	not available	Female	1	cell line	run2	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/171227_MT_25_ZR75B_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	2	171227_MT_25_ZR75B_A.raw	ZR75B
PXD017199-Sample-200	Homo sapiens	breast	Invasive breast carcinoma of no special type	ZR75B	CVCL_5614	cell line	63Y	adult	not available	not available	Female	2	cell line	run2	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/171227_MT_26_ZR75B_B.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	2	171227_MT_26_ZR75B_B.raw	ZR75B
PXD017199-Sample-201	Homo sapiens	breast	Invasive breast carcinoma of no special type	ZR75B	CVCL_5614	cell line	63Y	adult	not available	not available	Female	3	cell line	run2	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/171227_MT_27_ZR75B_C.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	2	171227_MT_27_ZR75B_C.raw	ZR75B
